Dept,Course,Section,Author,Title,ISBN,Edition,YR,Status,Instructor,Campus,Price
WL,100,D100,DURAS,LOVER (INTRO KINGSTON),978-0-375-70052-1,1,97,RQ,DEGGAN,BUR,$15.95
WL,100,D100,KANAFANI,MEN IN SUN & OTHER PALESTINIAN,978-0-89410-857-0,1,99,RQ,DEGGAN,BUR,$22.00
WL,100,C100,HOMER,ODYSSEY (TRADE ED) (TRANS FAGL,978-0-14-026886-7,1,96,RQ,SEIGNEURIE,BUR,$24.00
WL,100,C100,SALIH,SEASON OF MIGRATION TO THE NOR,978-0-435-90974-1,1,89,RQ,SEIGNEURIE,BUR,$29.00
WL,102,FIC ALL,BRECHT,GOOD WOMAN OF SETZUAN (TRANS B,978-0-8166-3527-6,1,99,RQ,PACE,BUR,$15.00
WL,102,FIC ALL,ADIGA,WHITE TIGER,978-1-4165-6260-3,1,8,RQ,PACE,BUR,$17.00
WL,201,FIC ALL,MARQUEZ,COLLECTED STORIES (PERENNIAL C,978-0-06-093268-8,1,8,RQ,PACE,BUR,$18.50
WL,201,FIC ALL,WONG,FORAGE,978-0-88971-213-3,1,7,RQ,PACE,BUR,$16.95
WL,201,FIC ALL,MURAKAMI,KAFKA ON THE SHORE,978-1-4000-7927-8,1,5,RQ,PACE,BUR,$17.95
WL,201,FIC ALL,ESQUIVEL,LIKE WATER FOR CHOCOLATE (TRAD,978-0-385-42017-4,1,95,RQ,PACE,BUR,$17.00
WL,201,FIC ALL,RUSHDIE,LUKA AND THE FIRE OF LIFE,978-0-676-97757-8,1,11,RQ,PACE,BUR,$19.95
WL,203,D100,HILTNER,ECOCRITICISM : ESSENTIAL READE,978-0-415-50860-5,1,14,RQ,DEGGAN,BUR,$79.00
WL,203,D100,CHENG,KING OF TREES,978-0-8112-1866-5,1,10,RQ,DEGGAN,BUR,$22.00
WL,203,D100,DERMOUT,TEN THOUSAND THINGS,978-1-59017-013-7,1,84,RQ,DEGGAN,BUR,$18.00
WL,203,D100,COUTO,TUNER OF SILENCES,978-1-926845-95-1,1,13,RQ,DEGGAN,BUR,$19.95
WL,204,D100,HUNT,INVENTING HUMAN RIGHTS,978-0-393-33199-8,1,7,RQ,SEIGNEURIE,BUR,$22.00
WL,204,D100,ELLISON,INVISIBLE MAN (TRADE ED),978-0-679-73276-1,1,95,RQ,SEIGNEURIE,BUR,$22.00
WL,204,D100,YIZHAR,KHIRBET KHIZEH,978-0-374-53556-8,1,14,RQ,SEIGNEURIE,BUR,$22.00
WL,204,D100,DAIF,SIDE OF INNOCENCE,978-1-56656-383-3,1,1,RQ,SEIGNEURIE,BUR,$17.95
WL,303,D100,FARAH,CROSSBONES : A NOVEL,978-0-14-312253-1,1,12,RQ,CAPPERDONI,BUR,$17.00
WL,303,D100,NGUGI,PETALS OF BLOOD (TRANS ISEGAWA,978-0-14-303917-4,1,5,RQ,CAPPERDONI,BUR,$25.00
WL,303,D100,MOUAWAD,SCORCHED,978-0-88754-926-7,1,10,RQ,CAPPERDONI,BUR,$18.95
WL,303,D100,GHOSH,SHADOW LINES,978-0-618-32996-0,1,5,RQ,CAPPERDONI,BUR,$18.00
WL,303,D100,MAZZANTINI,TWICE BORN : A NOVEL (MOVIE TI,978-0-14-312121-3,1,13,RQ,CAPPERDONI,BUR,$17.00
WL,330,D100,MISTRY,TALES FROM FIROZSHA BAAG,978-0-7710-6095-3,1,97,RQ,IRANI,BUR,$21.00
WL,402,D100,DOSTOEVSKY,CRIME AND PUNISHMENT,978-0-14-310763-7,1,15,RQ,DEGGAN,BUR,$23.00
WL,402,D100,COETZEE,IN THE HEART OF THE COUNTRY :,978-0-14-006228-1,1,82,RQ,DEGGAN,BUR,$22.00
WL,402,D100,TONG,RAISE THE RED LANTERN : THREE,978-0-06-059633-0,1,4,RQ,DEGGAN,BUR,$17.50
WL,410,D100,MARQUEZ,CHRONICLE OF A DEATH FORETOLD,978-1-4000-3471-0,1,82,RQ,BARRAZA,HRB,$19.00
WL,410,D100,CORTAZAR,CRONOPIOS & FAMAS (TRANS BLACK,978-0-8112-1402-5,1,69,RQ,BARRAZA,HRB,$25.00
WL,410,D100,CASARES,INVENTION OF MOREL,978-1-59017-057-1,1,3,RQ,BARRAZA,HRB,$14.95
WL,410,D100,DARIO,SELECTED WRITINGS (TRANS HURLE,978-0-14-303936-5,1,5,RQ,BARRAZA,HRB,$25.00
WL,101W,D100,MESSENGER,CANADIAN WRITERS HANDBOOK ESSE,978-0-19-543039-4,1,12,RC,MINARD,BUR,$38.00
WL,101W,D100,BORGES,LABYRINTHS (WITH NEW INTRO GIB,978-0-8112-1699-9,1,7,RQ,MINARD,BUR,$20.95
WL,101W,D100,FITZGERALD,PAPERBACK OXFORD CANADIAN DICT,978-0-19-542439-3,2,6,RC,MINARD,BUR,$24.95
WL,101W,D100,THOMPSON,SALISH MYTHS AND LEGENDS : ONE,978-0-8032-1089-9,1,8,RQ,MINARD,BUR,$45.00
WL,101W,D100,CHOO,THE GHOST BRIDE,978-0-06-222733-1,1,14,RQ,MINARD,BUR,$18.50
WL,101W,D100,NNEDI,WHO FEARS DEATH,978-0-7564-0669-1,1,11,RQ,MINARD,BUR,$17.50
WL,104W,C100,SHAKESPEARE,HAMLET (ED. HIBBARD),978-0-19-953581-1,1,8,RQ,DEGGAN,BUR,$10.95
WL,104W,C100,STRINDBERG,MISS JULIE AND OTHER PLAYS,978-0-19-953804-1,1,9,RQ,DEGGAN,BUR,$10.95
WL,104W,C100,SHE,RICKSHAW BOY,978-0-06-143692-5,1,10,RQ,DEGGAN,BUR,$19.99
WL,104W,C100,ANAND,UNTOUCHABLE (PREFACE FORSTER),978-0-14-139360-5,1,14,RQ,DEGGAN,BUR,$20.00
WL,104W,C100,RHYS,VOYAGE IN THE DARK,978-0-14-118395-4,1,0,RQ,DEGGAN,BUR,$25.00
WL,105W,D100,WEINBERGER,NINETEEN WAYS OF LOOKING AT WA,978-0-918825-14-8,1,87,RQ,ORTABASI,BUR,$15.00
WL,301W,D100,KRAYE,CAMBRIDGE COMPANION TO RENAISS,978-0-521-43624-3,1,96,RQ,SEIGNEURIE,BUR,$39.95
WL,301W,D100,DAVIES,HUMANISM,978-0-415-42065-5,2,8,RC,SEIGNEURIE,BUR,$39.00
WL,301W,D100,MLA,MLA HANDBOOK,978-1-60329-262-7,8,16,RQ,SEIGNEURIE,BUR,$16.95
WL,301W,D100,KING,RENAISSANCE HUMANISM : AN ANTH,978-1-62466-111-2,1,14,RQ,SEIGNEURIE,BUR,$28.00
WL,301W,D100,DABASHI,WORLD OF PERSIAN LITERARY HUMA,978-0-674-06671-7,1,12,RQ,SEIGNEURIE,BUR,$53.00
